pathway	pval	padj	log2err	ES	NES	size	leadingEdge
ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 75%5619084	0.29978586723768735	0.9263274299341352	0.11331290842208036	0.29171342453329474	1.0975638405045525	71	
ABC TRANSPORTERS IN LIPID HOMEOSTASIS%REACTOME DATABASE ID RELEASE 75%1369062	0.2606177606177606	0.9263274299341352	0.11573444770168878	0.42154138037246525	1.170999202041585	17	
ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME%R-HSA-382556.4	0.5675057208237986	0.9512722271342962	0.07955646772359566	0.24009886627229562	0.9542522709528426	97	
ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME%R-HSA-9687139.2	0.4778225806451613	0.9333191965146316	0.08197787965012722	-0.3034892596561251	-0.967663997654802	35	
ABERRANT REGULATION OF MITOTIC EXIT IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 75%9687136	0.642	0.9608240497971552	0.06643641376628104	0.3106586246703606	0.8807474944078867	19	
ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 75%9659787	0.18181818181818182	0.9263274299341352	0.1473312136993771	-0.4690214097469703	-1.2570258472166342	17	
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME DATABASE ID RELEASE 75%167242	0.5868263473053892	0.9512722271342962	0.07078990945026231	-0.32138025671437764	-0.9160737597102357	21	
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	0.8183632734530938	0.9738807062750724	0.054793950077336284	0.2581662564917168	0.7526242845666836	21	
ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0095500	0.42115768463073855	0.9263274299341352	0.08835944425009051	0.35002797248509443	1.0204259687143638	21	
ACID SECRETION%GOBP%GO:0046717	0.11823647294589178	0.8911447895791582	0.18302393838448722	-0.4787856858269439	-1.3410934640877505	20	
ACIDIC AMINO ACID TRANSPORT%GOBP%GO:0015800	0.609504132231405	0.9548282103819498	0.07061962471225905	-0.32795458707730696	-0.8789521844894761	17	
ACTIN CYTOSKELETON REORGANIZATION%GOBP%GO:0031532	0.05893909626719057	0.8117885731510677	0.2616635217115731	-0.3842384989102824	-1.369063053673454	59	
ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0051017	0.7540322580645161	0.9720761005769242	0.05909547987173424	0.24356621481683075	0.8549834893383976	47	
ACTIN FILAMENT BUNDLE ORGANIZATION%GOBP%GO:0061572	0.7831325301204819	0.9738807062750724	0.05712585100181134	0.23882825573416344	0.8482569571762639	50	
ACTIN FILAMENT CAPPING%GOBP%GO:0051693	0.6281800391389433	0.9588232968249575	0.06643641376628104	0.3108564932538611	0.8732118150926262	18	
ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041	0.3727454909819639	0.9263274299341352	0.09560314922043013	0.3456008984733974	1.0565143908922616	26	
ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048	0.6802721088435374	0.963044296870326	0.06977925170762346	0.22580865372189582	0.9004065996193016	98	
ACTIN FILAMENT-BASED TRANSPORT%GOBP%GO:0099515	0.5229540918163673	0.9416550205674505	0.07667468724900914	0.3270265435382369	0.9533705981156291	21	
ACTIN NUCLEATION%GOBP%GO:0045010	0.3240556660039761	0.9263274299341352	0.1035763266125924	0.3796760562954742	1.0931900769616092	20	
ACTIN POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0008154	0.31451612903225806	0.9263274299341352	0.1063232559327084	0.30629274802664735	1.075170637536112	47	
ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252	0.7004310344827587	0.9638718804024158	0.06583119583688658	0.23522025377574812	0.881842433204358	70	
ACTIN-MYOSIN FILAMENT SLIDING%GOBP%GO:0033275	0.191699604743083	0.9263274299341352	0.13959967345192228	-0.3947201571189328	-1.2102524977470535	28	
ACTION POTENTIAL%GOBP%GO:0001508	0.4726277372262774	0.9320545315409761	0.077274697304471	-0.2616838056737013	-0.9851520609805307	73	
ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS%REACTOME%R-HSA-2122948.3	0.007399656223335404	0.47137359445627836	0.40701791892395395	-0.5399371327689153	-1.6543422171941553	29	
ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME DATABASE ID RELEASE 75%5625886	0.13861386138613863	0.8982930298719772	0.16693384871319314	0.43182311292346054	1.302161088188354	24	
ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION%REACTOME DATABASE ID RELEASE 75%450302	0.9123505976095617	0.9843447869624976	0.049690139272460555	-0.23876111363054053	-0.6633589985681557	19	
ACTIVATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0007190	0.7741935483870968	0.9738807062750724	0.057852975703250924	0.2592562415736874	0.7994706329607192	28	
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.2	0.5817120622568094	0.9512722271342962	0.06994587365016587	-0.25584886716781535	-0.9360367135277686	66	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 75%176814	0.20342612419700215	0.9263274299341352	0.14122511964253093	0.30676904430716534	1.154210201180695	71	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 75%176187	0.0011279606827168873	0.39880578575523634	0.45505986738722953	0.5470448382122722	1.806815625572583	36	
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME DATABASE ID RELEASE 75%114452	0.2784313725490196	0.9263274299341352	0.11237851911047504	-0.36569736043348866	-1.1156317134762113	27	
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	0.7315573770491803	0.9712684791072249	0.06130260753962072	0.22947692460563757	0.8564655513830649	66	
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296041.2	0.8565737051792829	0.9776380211948725	0.05258989506236158	0.24739777518889366	0.7315310487518767	22	
ACTIVATION OF GABAB RECEPTORS%REACTOME%R-HSA-991365.3	0.842741935483871	0.9772685833135282	0.05389790253573186	-0.2469950282144835	-0.7875342826751134	35	
ACTIVATION OF GENE EXPRESSION BY SREBF (SREBP)%REACTOME DATABASE ID RELEASE 75%2426168	0.6167664670658682	0.9578782276536598	0.06831108583186465	0.2738386540184139	0.9194115491076441	39	
ACTIVATION OF GTPASE ACTIVITY%GOBP%GO:0090630	0.015416629834200675	0.5941916555111288	0.3807304007227924	-0.36903883252703057	-1.446134181288853	91	
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME%R-HSA-5619507.3	0.5817120622568094	0.9512722271342962	0.06994587365016587	-0.25584886716781535	-0.9360367135277686	66	
ACTIVATION OF JUN KINASE ACTIVITY%GOBP%GO:0007257	0.7886178861788617	0.9738807062750724	0.057366742676855584	0.25492181876386016	0.7944050284413319	30	
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%R-HSA-451326.2	0.6992031872509961	0.9638718804024158	0.06211241889494712	-0.29440104828852187	-0.8540301971747774	23	
ACTIVATION OF MAPK ACTIVITY%GOBP%GO:0000187	0.45879732739420936	0.9263274299341352	0.08971046527429813	0.24544000806023145	0.9976571978988585	108	
ACTIVATION OF MAPKK ACTIVITY%GOBP%GO:0000186	0.6901960784313725	0.9637865136192967	0.06197627360019979	-0.28058796549920234	-0.8726498019445522	30	
ACTIVATION OF MATRIX METALLOPROTEINASES%REACTOME DATABASE ID RELEASE 75%1592389	0.584	0.9512722271342962	0.07113273993278939	0.3032738190603766	0.9074409345201297	23	
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.1	0.9055441478439425	0.9826985017706777	0.0514264916187015	0.2103748466267051	0.7753324426628891	63	
ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY%GOBP%GO:0007250	0.2139917695473251	0.9263274299341352	0.13427345288320233	-0.46357422994550707	-1.21821603425026	15	
ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS%REACTOME DATABASE ID RELEASE 75%442755	0.03794877938048189	0.7055396406775009	0.3217759180753611	-0.3758828790459267	-1.382587267044369	68	
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0007202	0.8446215139442231	0.9772685833135282	0.053238649475589886	-0.2520891557528747	-0.7312873124767489	23	
ACTIVATION OF PROTEIN KINASE A ACTIVITY%GOBP%GO:0034199	0.5738045738045738	0.9512722271342962	0.07399014391013414	-0.34451994351831444	-0.9137191862449248	16	
ACTIVATION OF PROTEIN KINASE B ACTIVITY%GOBP%GO:0032148	0.37254901960784315	0.9263274299341352	0.0943563635421779	-0.34355130945553847	-1.0480708298811665	27	
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.2	0.9236947791164659	0.9869697276802746	0.04949048661354951	-0.22067103289203158	-0.6926830731497522	33	
ACTIVATION OF SMO%REACTOME%R-HSA-5635838.1	0.4711934156378601	0.9320545315409761	0.08383610571599288	-0.37036703675851645	-0.9732789995466681	15	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 75%72662	0.3411513859275053	0.9263274299341352	0.10473282158065095	0.29446144749736963	1.0620135096871244	58	
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 75%68962	0.005009782529703286	0.44293010590265747	0.40701791892395395	0.5399697326856049	1.6820317515703493	29	
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	0.3838771593090211	0.9263274299341352	0.09139243259437684	0.3926083756867477	1.0682507598853057	16	
ACTOMYOSIN STRUCTURE ORGANIZATION%GOBP%GO:0031032	0.6297640653357531	0.9588232968249575	0.06266182309324915	-0.2399450392491995	-0.9152206936002057	79	
ACUTE INFLAMMATORY RESPONSE%GOBP%GO:0002526	0.7975206611570248	0.9738807062750724	0.057609110864425044	-0.2839448735528308	-0.7610016042404615	17	
ACYL CHAIN REMODELLING OF PC%REACTOME DATABASE ID RELEASE 75%1482788	0.7965116279069767	0.9738807062750724	0.054680848878544186	0.28731394368022045	0.7645812712206352	15	
ACYL CHAIN REMODELLING OF PE%REACTOME DATABASE ID RELEASE 75%1482839	0.9338842975206612	0.9869697276802746	0.050294806366235845	-0.23650587903319104	-0.6338601965394228	17	
ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616	0.38104448742746616	0.9263274299341352	0.09225972605273541	0.31539077365714885	1.054932287775743	38	
ACYL-COA METABOLIC PROCESS%GOBP%GO:0006637	0.1185682326621924	0.8911447895791582	0.19381330272531053	0.31299206246546374	1.2160623842994818	83	
ACYLGLYCEROL BIOSYNTHETIC PROCESS%GOBP%GO:0046463	0.484	0.9334928030618188	0.08085891502800323	0.34258576831734006	0.971264059980517	19	
ACYLGLYCEROL CATABOLIC PROCESS%GOBP%GO:0046464	0.22132796780684105	0.9263274299341352	0.13010563075112855	-0.40787647620926415	-1.194768716561392	24	
ACYLGLYCEROL HOMEOSTASIS%GOBP%GO:0055090	0.6786427145708582	0.9630221171791421	0.06364240816510186	-0.29554284805919134	-0.8424258874672256	21	
ACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0006639	0.5814432989690722	0.9512722271342962	0.0728938564822936	0.2540999778169363	0.9388740753827561	64	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	0.8551307847082495	0.9776380211948725	0.05312980547054692	-0.2271029393940707	-0.7656174383534835	45	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	0.40444444444444444	0.9263274299341352	0.09688777032754396	0.26423737815115544	1.032009580893837	84	
ADENYLATE CYCLASE-ACTIVATING ADRENERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0071880	0.8822393822393823	0.9801281883541257	0.0497903187820785	0.249921442416342	0.6942564200554451	17	
ADENYLATE CYCLASE-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007189	0.47882136279926335	0.9334928030618188	0.07707367349441024	-0.25414218867252764	-0.9841596307736626	87	
ADENYLATE CYCLASE-INHIBITING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007193	0.6808943089430894	0.9631777081534062	0.06435833679173605	-0.25790504966433686	-0.8632573956205984	43	
ADENYLATE CYCLASE-MODULATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007188	0.7305605786618445	0.9712684791072249	0.05547933087042326	-0.21673831106683364	-0.8988709411129355	135	
ADHERENS JUNCTION ASSEMBLY%GOBP%GO:0034333	0.22156862745098038	0.9263274299341352	0.1281429168984153	-0.37711507533065136	-1.1728564167465456	30	
ADHERENS JUNCTION ORGANIZATION%GOBP%GO:0034332	0.28901734104046245	0.9263274299341352	0.10882012676916121	-0.29564303766134115	-1.0874459100089693	68	
ADHERENS JUNCTIONS INTERACTIONS%REACTOME DATABASE ID RELEASE 75%418990	0.18495934959349594	0.9263274299341352	0.1446305280344838	0.404155120877612	1.2349373281039604	27	
ADIPOGENESIS%WIKIPATHWAYS_20210210%WP236%HOMO SAPIENS	0.016039078756284863	0.6053922622975658	0.35248785758361917	-0.389809951382803	-1.5031959710677356	83	
ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME%R-HSA-9660821.1	0.6078066914498141	0.954719723926962	0.06553210292824141	-0.24614086517649214	-0.9242823261804619	74	
ADP METABOLIC PROCESS%GOBP%GO:0046031	0.3764705882352941	0.9263274299341352	0.09374654224917187	-0.33638023766261776	-1.0461679896074492	30	
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME DATABASE ID RELEASE 75%418592	0.9916839916839917	0.9995534039040775	0.047829963311422925	-0.19290591171156857	-0.5116157598045112	16	
ADRENALINE AND NORADRENALINE BIOSYNTHESIS%PANTHER PATHWAY%P00001	0.626746506986028	0.9588232968249575	0.0675188953767744	0.3051599499658616	0.8896235787841255	21	
ADRENALINE,NORADRENALINE INHIBITS INSULIN SECRETION%REACTOME DATABASE ID RELEASE 75%400042	0.872255489021956	0.9780209198473743	0.051845762486506596	-0.24745931017324885	-0.7053668540914074	21	
ADRENERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0071875	0.994	1	0.045953808103906306	0.1805317754441771	0.5118251877030099	19	
ADULT BEHAVIOR%GOBP%GO:0030534	0.357429718875502	0.9263274299341352	0.09821233512174378	-0.3426635955711394	-1.0756159035739559	33	
AEROBIC ELECTRON TRANSPORT CHAIN%GOBP%GO:0019646	0.410958904109589	0.9263274299341352	0.0886261133285098	0.36863062328558166	1.0355023061881325	18	
AEROBIC RESPIRATION%GOBP%GO:0009060	0.44715447154471544	0.9263274299341352	0.08603472424556043	0.27326349796980837	1.0068919860922123	61	
AGE/RAGE PATHWAY%WIKIPATHWAYS_20210210%WP2324%HOMO SAPIENS	0.6746031746031746	0.9630221171791421	0.06364240816510186	-0.2571533426155115	-0.8894648775506833	50	
AGGREPHAGY%GOBP%GO:0035973	0.1392156862745098	0.8982930298719772	0.16565669520548273	-0.4284135834992221	-1.3069598852700737	27	
AGGREPHAGY%REACTOME%R-HSA-9646399.3	0.07171314741035857	0.8262864332145105	0.2377938344236881	-0.4905119698500477	-1.4229298324952915	23	
AGING%GOBP%GO:0007568	0.8008213552361396	0.9738807062750724	0.05712585100181134	0.2278755377149526	0.8398309023756918	63	
ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165	0.007136976807993197	0.47137359445627836	0.40701791892395395	0.4247539505904865	1.597806963066312	69	
ALCOHOL CATABOLIC PROCESS%GOBP%GO:0046164	0.5751503006012024	0.9512722271342962	0.07200331366198796	0.29380556467122365	0.9152184995761495	29	
ALCOHOL METABOLIC PROCESS%GOBP%GO:0006066	0.012710642791048787	0.5477586456331497	0.3807304007227924	0.3049672157954941	1.339351710236446	199	
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	0.4103585657370518	0.9263274299341352	0.08971046527429813	-0.35510875458156677	-1.030137635232086	23	
ALLOGRAFT REJECTION%WIKIPATHWAYS_20210210%WP2328%HOMO SAPIENS	0.7108910891089109	0.9673752159130429	0.06103637283091772	0.25106052160880266	0.8742742648212074	45	
ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP244%HOMO SAPIENS	0.8084677419354839	0.9738807062750724	0.05582647177874898	-0.2636343186228864	-0.7800497163743626	25	
ALPHA ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00002	0.718	0.9680830020731498	0.06103637283091772	-0.2880188163195378	-0.82804006150219	22	
ALPHA-AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:1901607	0.8297455968688845	0.9758230201268177	0.053238649475589886	-0.23041507577224166	-0.8031679002436871	52	
ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606	0.9246119733924612	0.9869697276802746	0.0540088272801684	0.19914879032880123	0.7665740071345745	79	
ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605	0.4801762114537445	0.9334928030618188	0.08653997374441245	0.22715181064877538	0.9855389430129027	179	
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	0.782	0.9738807062750724	0.05700595265823873	0.2606840236578921	0.7800058533753326	23	
ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046632	0.9226069246435845	0.9864219667159695	0.05019342526494341	-0.2359758856069365	-0.6459408581597749	18	
ALPHA-SYNUCLEIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA-SYNUCLEIN SIGNALING	0.782258064516129	0.9738807062750724	0.057366742676855584	-0.27008782822544325	-0.7991445685217973	25	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	0.2019607843137255	0.9263274299341352	0.13500203382863138	-0.38521643596222516	-1.1980522612584315	30	
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	0.6813627254509018	0.963591265217774	0.06364240816510186	0.253660161057256	0.8953097036569712	48	
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	0.7615230460921844	0.9738807062750724	0.058345277674361214	0.2326419700026054	0.8377336959694166	53	
ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA9 BETA1 INTEGRIN SIGNALING EVENTS	0.09362549800796813	0.8744238064805624	0.20658792269689108	-0.5038477120255569	-1.3998590834071964	19	
ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380	0.871900826446281	0.9780209198473743	0.05345721410899102	-0.2620376662655621	-0.7022880248000566	17	
ALZHEIMER DISEASE-AMYLOID SECRETASE PATHWAY%PANTHER PATHWAY%P00003	0.5078431372549019	0.9363188924567037	0.077274697304471	-0.2664838551658568	-0.9580978647018575	61	
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	0.22522522522522523	0.9263274299341352	0.1372507796101328	0.28089036183426774	1.1333010055398736	106	
ALZHEIMERS DISEASE%WIKIPATHWAYS_20210210%WP2059%HOMO SAPIENS	0.44752475247524753	0.9263274299341352	0.08455574424412811	0.28751192340903853	1.0012098829996023	45	
AMB2 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AMB2 INTEGRIN SIGNALING	0.05731225296442688	0.8042819499341238	0.26635065708852557	-0.4765789089982209	-1.4612398292466051	28	
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	0.16289592760180996	0.9128464459349162	0.16440575583821013	0.29446436725116054	1.1782045917025954	101	
AMINE CATABOLIC PROCESS%GOBP%GO:0009310	0.805019305019305	0.9738807062750724	0.0540088272801684	0.2733620464630645	0.7593720407563866	17	
AMINE LIGAND-BINDING RECEPTORS%REACTOME DATABASE ID RELEASE 75%375280	0.5050100200400801	0.9363188924567037	0.07871138069864847	0.3095017770589808	0.9641129579456736	29	
AMINE METABOLIC PROCESS%GOBP%GO:0009308	0.9116465863453815	0.9843447869624976	0.05009228744021063	0.21440370754874233	0.7615072011204662	50	
AMINO ACID ACTIVATION%GOBP%GO:0043038	0.9065040650406504	0.9826985017706777	0.050908286551510536	-0.2161949969279007	-0.7236458930799692	43	
AMINO ACID IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0089718	0.03623900397895671	0.6959160307958951	0.3217759180753611	-0.5258081959829847	-1.5253209181897134	23	
AMINO ACID IMPORT%GOBP%GO:0043090	0.0052644532280260005	0.44293010590265747	0.40701791892395395	-0.550397791492466	-1.686393188123463	29	
AMINO ACID METABOLISM%WIKIPATHWAYS_20210210%WP3925%HOMO SAPIENS	0.845691382765531	0.9772685833135282	0.05345721410899102	0.2273949321217857	0.8026049043038299	48	
AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0003333	0.020630432869417667	0.6379116333012592	0.35248785758361917	-0.4313825676073757	-1.4921044337661626	50	
AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE%REACTOME%R-HSA-352230.3	0.05731225296442688	0.8042819499341238	0.26635065708852557	-0.47668563418765086	-1.4615670596267887	28	
AMINO ACID TRANSPORT%GOBP%GO:0006865	0.06545454545454546	0.821716935806753	0.2377938344236881	-0.3500737264645289	-1.333823607554695	78	
AMINO ACIDS REGULATE MTORC1%REACTOME DATABASE ID RELEASE 75%9639288	0.9510763209393346	0.9878991657811687	0.04697587278218445	-0.19890684438706452	-0.6900641449217826	51	
AMINO SUGAR METABOLIC PROCESS%GOBP%GO:0006040	0.15863453815261044	0.9128464459349162	0.1563124030731863	-0.40284693311110437	-1.2645305003529024	33	
AMINOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0006023	0.8607142857142858	0.9780209198473743	0.04735342452541926	-0.2091322033830679	-0.8218065640738949	94	
AMINOGLYCAN CATABOLIC PROCESS%GOBP%GO:0006026	0.8455598455598455	0.9772685833135282	0.051740545987316304	-0.22244834493077928	-0.7864122392249645	55	
